,2mem_BtCv_12pt5hr-1,2mem_BtCv_12pt5hr-2,2mem_BtCv_12pt5hr-3,2mem_BtCv_12pt5hr-4,2mem_BtCv_25hr-1,2mem_BtCv_25hr-2,2mem_BtCv_25hr-3,2mem_BtCv_25hr-4,2mem_BtCv_30hr-1,2mem_BtCv_30hr-2,2mem_BtCv_30hr-3,2mem_BtCv_30hr-4,2mem_BtCv_35hr-1,2mem_BtCv_35hr-2,2mem_BtCv_35hr-3,2mem_BtCv_35hr-4,2mem_BtCv_40hr-1,2mem_BtCv_40hr-2,2mem_BtCv_40hr-3,2mem_BtCv_40hr-4,2mem_BtCv_45hr-1,2mem_BtCv_45hr-2,2mem_BtCv_45hr-3,2mem_BtCv_45hr-4,2mem_BtPs_12pt5hr-1,2mem_BtPs_12pt5hr-2,2mem_BtPs_12pt5hr-3,2mem_BtPs_12pt5hr-4,2mem_BtPs_25hr-1,2mem_BtPs_25hr-2,2mem_BtPs_25hr-3,2mem_BtPs_25hr-4,2mem_BtPs_30hr-1,2mem_BtPs_30hr-2,2mem_BtPs_30hr-3,2mem_BtPs_30hr-4,2mem_BtPs_35hr-1,2mem_BtPs_35hr-2,2mem_BtPs_35hr-3,2mem_BtPs_35hr-4,2mem_BtPs_40hr-1,2mem_BtPs_40hr-2,2mem_BtPs_40hr-3,2mem_BtPs_40hr-4,2mem_BtPs_45hr-1,2mem_BtPs_45hr-2,2mem_BtPs_45hr-3,2mem_BtPs_45hr-4,2mem_CvPs_12pt5hr-1,2mem_CvPs_12pt5hr-2,2mem_CvPs_12pt5hr-3,2mem_CvPs_12pt5hr-4,2mem_CvPs_25hr-1,2mem_CvPs_25hr-2,2mem_CvPs_25hr-3,2mem_CvPs_25hr-4,2mem_CvPs_30hr-1,2mem_CvPs_30hr-2,2mem_CvPs_30hr-3,2mem_CvPs_30hr-4,2mem_CvPs_35hr-1,2mem_CvPs_35hr-2,2mem_CvPs_35hr-3,2mem_CvPs_35hr-4,2mem_CvPs_40hr-1,2mem_CvPs_40hr-2,2mem_CvPs_40hr-3,2mem_CvPs_40hr-4,2mem_CvPs_45hr-1,2mem_CvPs_45hr-2,2mem_CvPs_45hr-3,2mem_CvPs_45hr-4,3mem_Full_12pt5hr-1,3mem_Full_12pt5hr-2,3mem_Full_12pt5hr-3,3mem_Full_12pt5hr-4,3mem_Full_25hr-1,3mem_Full_25hr-2,3mem_Full_25hr-3,3mem_Full_25hr-4,3mem_Full_30hr-1,3mem_Full_30hr-2,3mem_Full_30hr-3,3mem_Full_30hr-4,3mem_Full_35hr-1,3mem_Full_35hr-2,3mem_Full_35hr-3,3mem_Full_35hr-4,3mem_Full_40hr-1,3mem_Full_40hr-2,3mem_Full_40hr-3,3mem_Full_40hr-4,3mem_Full_45hr-1,3mem_Full_45hr-2,3mem_Full_45hr-3,3mem_Full_45hr-4
1.06024391/152.1082349,2.7234311,3.9996033,3.8751944,4.3773717,3.1067758,4.5036443,5.0778931,3.1451656,3.0653766,5.2558129,5.2361537,5.1352368,3.6443849,5.7722498,5.184769,3.8589018,3.5771246,6.8750353,6.3220134,4.2881682,3.5408341,7.6337701,6.9168478,4.3642611,0.3034648,0.2996332,0.3098446,0.2416174,0.2252335,0.2736494,0.3069886,1.1659942,0.249118,0.6183578,1.2313243,0.739463,0.2357311,0.2688616,0.6887717,0.5491115,0.2070232,0.8880127,1.4241588,1.2161037,0.4352356,0.3007616,0.6625912,0.2524794,3.3685622,6.3418609,5.0949973,3.2447226,2.7081034,5.5278592,4.5935963,2.7880618,2.5392353,5.317759,3.9872467,2.7244512,2.7506978,5.3681641,4.7672265,3.0762556,2.9099223,5.7256193,5.0442095,6.1246273,2.7885751,5.6300298,5.1394848,3.1814883,3.9379614,4.9833078,3.8011661,2.7524978,2.8053288,4.5664355,4.0194865,3.3077906,3.3389935,4.3321877,4.8450324,5.3399236,3.9636953,5.0110356,4.6520867,6.0131559,3.9473131,5.392765,5.4660568,3.9774587,4.13218,5.6530837,5.2527251,4.5134382
13.35078297/403.0008791,10.62196,8.679453,12.278461,17.338744,7.908136,10.830887,12.518892,18.018131,9.955622,10.540619,10.721886,30.550542,10.712716,9.914853,13.461476,8.400761,8.2133,7.754462,12.972654,13.278303,9.684975,8.332328,11.958209,11.979592,13.632894,9.578812,13.091287,9.097571,10.80837,8.854046,14.550917,33.079315,8.574846,12.246832,15.946815,23.287098,9.107529,7.951242,13.865269,8.628784,8.701755,13.777771,16.267024,16.562539,9.999207,10.993178,13.60476,8.509962,17.393439,10.704477,13.280092,8.110924,9.890682,8.656764,13.701398,8.110562,9.246498,9.500987,15.48134,7.473008,10.380831,8.225158,14.885918,7.907718,12.739928,9.375523,11.791333,18.39463,17.766252,8.984993,12.040817,8.389854,17.597809,9.371851,11.985367,10.828402,10.496187,10.609656,12.445561,7.553021,11.348936,14.013564,13.189607,33.609862,9.942476,11.370974,13.241131,36.537772,8.233713,10.575552,13.987526,8.512146,11.087992,10.691087,14.239561,8.464543
3.042061459/131.0716247,12.485612,11.05811,20.725067,19.707822,17.477261,16.452964,18.577121,19.36885,16.28562,25.174569,22.129267,26.830909,17.979528,24.987178,28.508594,28.000306,19.633088,23.843365,32.928615,29.555446,24.164426,34.538636,32.380214,30.294585,12.921616,15.280283,20.698657,14.184961,14.888899,18.129574,19.138046,20.835232,17.61243,22.118789,20.218607,22.49967,18.442221,19.03327,21.797768,25.042518,20.940426,22.74901,26.900463,32.479212,19.891293,26.122389,23.162488,27.922442,14.507695,23.178379,21.984875,18.672805,23.985217,34.834475,34.707413,28.552728,26.628944,35.664299,36.12555,29.506942,28.509485,40.36264,42.865292,36.157186,32.864094,43.049527,43.839633,49.29474,36.127904,42.57702,41.621041,41.644423,10.38973,14.438515,19.271342,12.368924,14.91581,19.788665,21.239381,15.494307,15.498094,20.581666,27.032834,23.188049,20.848864,23.391788,27.556788,32.148014,20.824987,24.668484,30.220865,31.697796,25.201221,28.967974,37.215416,33.538136
11.39348825/717.2356129,8.835809,5.139223,12.263822,10.69545,4.274456,9.139395,11.150305,7.187676,6.950617,11.250518,8.399178,11.794685,8.503628,6.311753,10.627774,7.778309,6.91054,7.284715,10.796104,10.552276,6.623711,9.077732,10.948809,8.480278,9.448686,5.756807,7.960785,4.545983,4.841028,8.188795,5.798953,10.434808,6.018464,6.963828,11.147284,8.380277,8.037778,9.150813,10.290692,9.892364,4.273479,5.767524,8.313165,9.551456,6.930264,7.328635,9.247839,4.926871,6.810244,12.143178,6.619764,11.296755,9.749939,7.55587,12.302514,7.603834,1.70604,10.770227,7.567748,10.545342,5.617262,11.700444,10.466883,12.800634,3.887751,11.203143,6.856949,12.481256,4.843356,7.944892,7.884088,10.58164,7.953704,6.411018,10.017022,8.630738,7.978837,7.459369,9.117432,7.4164,7.859627,5.382051,10.450398,12.684109,9.060876,8.762862,7.587106,9.963773,6.691889,5.568862,11.227261,7.026875,10.602796,8.858252,11.147653,11.884365
8.636848062/221.012763,14.072493,12.174086,14.181887,13.317606,8.421721,12.668604,13.700451,12.949443,9.437179,13.295178,11.210816,12.684123,8.251149,12.767545,12.027446,9.230633,7.399118,12.442019,12.921817,10.787051,5.475437,10.893686,10.859575,8.341419,14.672884,13.138718,12.873208,9.542495,9.823874,12.684013,13.370437,13.223899,8.728849,11.364489,11.665661,11.053036,7.680164,10.74217,10.54118,7.587252,8.071232,7.512223,10.984049,11.390042,8.239774,10.393778,9.21956,7.383449,12.127515,14.980943,12.012233,10.021838,8.596169,11.911155,10.441243,9.87291,6.099085,12.053335,10.974924,9.211648,6.373594,10.325919,10.168425,7.558853,4.431213,9.072248,8.943958,9.337137,4.732849,7.250615,8.53505,5.217631,13.831638,14.785854,14.252563,12.322566,11.013939,14.525879,13.850031,10.894223,10.723294,12.678015,13.152758,14.188327,10.950139,11.458581,12.51302,13.949113,8.328191,5.63295,12.661439,7.876373,11.404376,9.56544,10.02918,8.567714
1.752596593/187.097882,6.795988,7.111841,9.818864,8.670673,5.958845,8.408806,9.413823,6.406726,5.086583,10.180862,10.458021,10.311743,5.427034,9.926437,10.336693,8.316967,6.002643,11.536669,10.651765,7.285335,7.822279,12.499593,11.365784,8.465842,7.503282,10.858007,10.034388,4.696985,10.415608,8.12062,13.320648,16.789677,6.840118,15.225074,14.915862,12.457752,8.993191,18.278828,13.06949,13.444572,9.32803,8.234282,10.850656,7.256229,7.515867,9.204108,11.304554,13.579084,4.986885,7.356864,8.605403,5.87048,4.289855,8.988967,9.591361,5.703605,2.585442,8.772248,9.606963,5.661955,2.848642,8.267086,10.282793,5.685947,2.777975,8.175239,10.232946,8.575026,3.97913,8.08003,10.027099,3.468793,3.816155,8.716858,7.969628,5.180974,5.910074,9.028815,7.941581,8.254014,5.562969,8.317418,9.71772,5.064901,5.84887,9.223795,8.840236,11.747951,8.282494,7.820809,10.0491,7.25748,3.996104,11.264394,11.223952,7.857599
11.38908274/142.0510901,10.197577,8.948241,13.061753,10.680751,8.310231,11.407695,15.453918,13.900399,8.534815,15.274953,9.820788,11.018378,10.243516,10.504094,15.196423,10.202794,8.034446,14.037928,13.349814,13.95779,7.120245,10.267858,13.836702,11.575733,11.70233,10.797485,15.191238,9.98417,9.632798,8.700681,14.508094,10.626305,7.102349,11.982907,15.022965,10.225812,6.802233,9.840437,13.771661,8.932753,7.34558,7.794929,11.681085,9.937409,8.086738,8.966101,12.012937,8.198087,8.218672,16.837301,17.483355,10.471588,15.959172,11.987936,16.246849,10.271912,12.608093,13.51438,16.529784,11.322722,11.516698,16.730116,14.887679,13.81441,5.59382,13.000951,8.140731,12.629738,8.472829,12.65049,9.836522,9.814793,9.595296,11.958335,13.798688,11.065649,10.128486,8.814879,13.168503,10.618379,9.399164,10.813175,15.530145,12.730162,11.883542,10.760117,16.513092,9.50001,10.333675,7.319289,14.941787,9.400594,16.942466,10.428963,13.344124,12.064153
7.557279811/245.0782608,1.9727217,4.6016175,6.2411477,5.226195,2.0440594,4.9805345,4.328337,1.0556297,1.2680311,6.7447377,4.4606297,4.2872849,2.369683,6.0195404,5.1544192,2.8065637,2.9740241,6.6791882,6.0680123,2.9558314,2.4716295,6.8570808,6.1558953,3.9950813,2.1063927,5.147703,5.3387724,1.1793181,2.2507475,3.7264283,3.3641939,3.2861225,0.7693185,4.3146847,3.4589591,1.5521133,0.7477119,3.1949285,2.8797808,1.9281239,1.9074456,2.6298131,3.4579249,3.540576,2.222162,3.1642516,2.2156357,1.8660725,2.8860046,6.7213171,9.6386741,2.9672286,4.04603,5.5867985,5.7103663,3.4701176,4.5676742,6.2113075,6.3344792,4.0341183,4.639195,6.5978494,6.920135,4.5526062,3.2538426,6.5986789,7.511342,7.5581441,4.5185903,6.5530133,6.6042988,5.5529065,1.2309709,4.6842308,5.7190758,0.9903648,1.6452833,4.2826512,4.2738899,2.6315172,0.7914508,6.1903163,6.1298212,4.9955847,2.332933,5.7459621,6.2276249,4.9452146,2.5853565,2.5664507,6.6374033,3.3169037,2.9306156,5.9547209,7.1106295,3.3732057
6.973357949/545.1725557,11.489543,16.6320441,20.7162175,17.4005051,8.78739,28.8028219,27.789698,21.5139154,13.5361958,25.8769691,24.622174,33.9157837,16.0824363,23.95348,32.9449803,20.2020924,12.9739708,12.3955001,33.2901888,28.4321586,20.2060226,17.3445305,34.1303723,26.0717978,0.3229744,0.606396,1.871866,2.0188601,0.2397137,2.2500895,0.8079283,1.1207152,0.4715549,2.1841961,2.1984723,2.9368712,0.2508861,3.1363831,2.9750218,0.5624503,0.2203326,2.6168568,0.3347618,1.126737,0.2230721,2.4732927,0.3135393,1.3896752,10.2477627,19.3924858,30.1044962,14.9114985,13.3712836,22.690929,36.1693784,12.5209629,14.6167822,24.1556302,19.5933052,17.3398525,18.0646522,23.6452784,37.3188088,20.6311597,17.1047605,25.1330845,30.2026302,32.0811313,12.831939,25.6412145,22.2360626,18.9482186,12.0318391,20.9433566,27.1382221,18.0805821,11.4623066,8.0341743,27.0328797,11.4362063,13.7316479,16.6934528,24.6209582,26.4770366,16.163096,26.5313262,16.8530196,18.9268939,16.1524517,26.7971543,33.1939343,19.6818657,23.429989,13.3709591,29.6346586,24.6464501
1.750786034/187.134218,13.339918,12.507648,16.664534,16.312359,15.496757,23.361298,22.985553,19.624544,12.220518,31.13639,25.091253,27.459267,12.403314,26.405879,26.038256,21.227446,13.404908,28.953937,25.962192,18.856846,29.776742,28.502887,25.61096,17.621051,11.243232,11.430657,14.483505,11.190772,16.60295,24.58076,20.65834,24.843909,14.61725,24.262413,23.506488,20.554234,14.330285,26.877239,23.572289,21.983828,15.039631,15.430983,21.425824,30.493982,15.069878,23.039452,19.759219,22.714768,6.742181,7.686656,8.724265,7.28575,5.861373,9.380307,9.823903,8.477056,7.29373,9.71927,10.8455,9.112982,8.069018,10.084931,11.351208,10.094278,9.43286,10.374816,11.210908,15.009096,9.103148,11.006637,12.057818,11.692117,15.258445,15.358957,14.716,11.629461,11.696939,19.625496,18.420376,20.436652,11.278445,23.053985,23.985189,27.832752,13.951611,23.229978,25.07095,28.986473,13.923226,15.946638,26.63231,19.002713,14.795262,26.447221,23.924378,18.387255
11.34621048/449.1757512,9.114821,11.106393,14.684855,11.698873,9.676758,12.587198,16.782645,10.841616,8.050361,15.720557,11.260647,11.255588,10.896711,11.964002,15.312941,11.305344,9.415632,14.548586,14.539312,10.700309,7.800948,11.463431,14.700114,8.961636,8.915444,12.578276,15.95592,11.66766,9.234718,10.753453,15.282851,10.951013,8.802969,12.669041,15.647765,8.423462,7.93007,11.986647,14.654111,10.226624,8.401055,9.169423,12.85899,10.504981,8.149014,11.162818,12.801829,8.95418,6.783401,17.732888,17.374069,11.705872,13.918647,13.82815,15.349351,10.45576,12.622654,14.394826,16.458355,11.528435,10.970922,16.359682,15.498799,13.296309,5.407654,13.898045,9.808976,12.211889,9.160233,13.719988,10.563272,10.110081,8.163004,13.429849,14.651328,9.517755,10.681034,10.811148,14.144197,11.75265,9.790867,11.878624,16.04736,13.128674,11.323016,12.647469,17.09346,10.106285,10.846487,9.763516,15.705037,11.358318,15.09985,12.254476,13.778148,13.365757
1.495371031/85.02933629,5.91027,6.729202,8.114448,7.70712,6.46554,7.76526,8.762492,6.724237,5.923447,9.91343,8.902461,9.887579,6.362568,9.551302,9.353243,6.961698,6.977501,11.660281,10.595516,7.603765,6.607052,12.241454,10.589194,7.23055,6.151493,6.902116,6.693983,5.2915,5.568067,8.182314,7.799769,8.284397,5.075924,8.000752,7.96331,5.951315,5.486224,8.059797,8.091842,5.934868,5.948874,6.799218,8.383551,10.322898,6.115086,8.790366,8.157084,6.481569,4.682881,8.355237,7.768876,5.654153,7.134876,10.945162,10.126262,6.9215,6.28016,11.859837,10.858499,7.234775,6.922078,12.936449,12.362704,9.123468,6.900149,13.426948,12.643183,13.01052,8.111191,13.8522,12.716681,9.489618,4.465975,6.936768,6.631313,5.166394,5.482994,8.10155,7.21076,6.18021,5.213301,7.392619,8.64636,9.366055,6.336301,8.11634,8.639269,8.802114,6.646094,6.967197,5.554238,5.871245,7.549077,8.289331,10.782727,7.355669
2.023155074/149.0245652,7.801865,5.841208,6.286137,6.057954,8.03395,4.629821,5.413472,4.312592,6.298775,5.51069,6.266636,6.166682,6.633843,4.972813,5.278719,5.001428,6.403266,5.481342,5.712282,4.713095,6.429332,5.644162,6.631588,4.232328,7.858135,6.060402,6.528144,5.330164,5.780008,6.89637,7.003975,7.536333,5.278643,6.164911,7.532601,5.785659,5.362405,6.391376,7.505052,6.310912,6.85958,5.99605,7.088957,7.679368,6.625849,6.408994,6.682522,6.190788,7.037815,5.707295,6.106124,4.477525,3.400689,4.986099,4.9319,4.358561,3.256748,4.655858,4.678681,4.153676,3.484125,4.142312,4.791858,4.411343,3.308105,4.457165,4.235613,5.787361,3.937191,4.235217,4.443202,4.308495,5.738713,5.858211,4.986472,4.419242,4.035716,5.984351,5.728026,4.829268,3.873351,4.817258,5.950832,5.889818,4.359093,4.896111,5.306586,6.033145,4.328009,2.796309,5.487278,4.624808,4.437248,4.319689,4.282973,5.139005
8.635140899/148.9913588,12.894438,11.79817,13.646697,11.9142,7.681214,12.07956,13.373504,11.849597,8.54049,12.791054,10.421629,11.372872,7.558738,12.227331,11.596622,8.254849,6.45939,11.663622,12.603091,9.810621,4.907373,10.481008,10.594716,7.648287,13.662518,12.376688,12.638349,8.579155,9.108892,12.075526,12.748971,11.844165,7.690631,10.809701,11.165446,9.78535,6.717864,10.187377,10.092163,6.727714,7.229075,6.874139,10.143891,10.385594,7.585775,9.810631,8.849166,6.640954,11.136756,14.51431,11.726717,8.948331,7.783467,11.593509,10.281545,8.847637,5.348037,11.596098,10.386187,8.225225,5.697732,9.739964,9.65204,6.676182,3.809938,8.534013,8.459727,8.268974,3.915249,6.693013,7.749165,4.754987,12.683938,14.057649,14.02407,11.106812,10.034296,13.554566,13.156903,9.641719,9.881332,11.960236,12.825769,12.665552,10.101107,10.955615,11.875964,12.364138,7.538892,5.101541,12.008037,7.024203,10.339842,8.827039,9.626644,7.569003
3.051976171/131.0716177,11.425944,12.549424,15.438624,15.891231,17.477261,16.397287,17.608213,16.757235,14.127604,24.074144,21.594357,26.082588,15.529515,24.247947,24.058498,25.048843,18.934121,30.364997,28.479086,26.488118,21.778427,33.891738,31.801584,27.473214,12.921616,13.465339,14.049581,14.184961,14.888899,20.78092,17.91686,22.799677,15.62098,21.66388,18.800569,22.49967,16.905474,24.029772,21.096721,22.072507,18.122898,22.074413,22.971252,29.895699,17.967858,25.629415,22.942644,30.498287,15.022384,25.207515,24.172054,20.237333,26.951182,37.615629,36.542181,29.539986,29.462514,37.729005,38.371334,31.60727,31.924767,42.685762,45.787122,39.147351,36.779496,45.395882,47.306055,54.089408,41.98942,45.950744,45.292878,42.426861,10.38973,14.075038,19.271342,12.368924,14.91581,17.821182,17.073363,21.233718,14.063433,19.613492,23.617481,28.11815,18.133744,22.772798,26.32474,33.086083,22.530105,27.306139,28.994574,27.766234,22.733414,28.291862,37.215416,29.50697
13.40095671/649.0107968,6.727023,7.951957,10.489296,14.06497,6.09939,9.232128,10.803572,10.211384,7.744721,9.5558,8.858137,22.923462,8.660383,8.813784,11.514183,6.482753,6.407708,7.113453,10.747191,10.355501,7.768051,7.532203,9.857295,9.172879,8.682508,8.77525,10.988023,7.05851,8.964945,7.998316,11.925704,12.425369,6.692882,10.876597,12.551391,14.061455,6.969421,7.690835,11.375537,6.859587,6.810538,11.522127,13.140537,13.408382,7.991231,9.729319,11.368073,6.700353,9.747709,9.416977,11.198456,6.337214,8.158905,7.852792,11.760481,6.292549,7.416194,8.581265,12.330055,6.019876,7.732968,7.484836,11.878662,6.451039,10.152373,8.404835,10.090945,15.024741,7.546949,8.232148,10.463793,6.688093,13.321988,8.588755,10.075198,8.16194,8.32431,9.595913,10.507596,5.936441,9.71462,11.989242,10.742088,14.296975,8.216349,10.116607,10.736416,24.457826,6.613678,9.799073,11.327138,6.914212,8.413651,9.187167,11.955852,6.704462
1.790955518/277.1197887,4.269386,5.680193,2.729652,5.084777,3.63996,5.882372,5.870277,4.324875,3.531061,5.923281,6.071399,5.666427,3.800204,5.918096,6.2633,4.872258,3.764849,5.987189,6.541045,5.418877,3.847111,7.286848,7.127136,5.072437,3.039819,3.101581,3.404269,2.271435,2.21681,3.712955,3.864478,3.449522,2.348692,3.927851,4.372402,3.371475,1.40591,4.383609,4.45264,3.600979,1.193864,4.573966,3.355659,3.421411,2.543537,4.746787,4.346149,3.351861,4.820215,6.398536,6.189316,5.07948,5.738117,8.696158,8.341989,6.096368,6.118836,8.878872,8.068942,6.714031,6.790319,9.230592,9.364632,7.245034,7.75752,9.85363,9.313581,9.841207,7.233832,10.49375,10.146814,8.607117,4.66219,5.91498,5.586669,3.345864,3.662127,6.459037,6.148642,4.616446,3.624835,6.40802,7.020933,6.14768,4.418507,7.252274,7.523029,6.50546,3.966336,7.608564,7.86176,5.272352,4.347176,7.327528,7.299866,4.85194
8.05358038/154.9340916,9.256092,9.29937,8.091336,8.874216,5.222644,7.137864,7.92994,5.777407,5.557732,7.712398,6.521082,6.897069,8.265198,7.05867,9.259342,5.476524,5.458303,6.599977,8.502251,7.571425,8.121676,6.953479,10.128303,5.813191,9.718894,7.540166,9.617804,7.535265,8.253691,6.81924,7.450931,6.389238,7.48777,8.827195,7.953611,7.129569,6.265468,6.713742,9.290691,7.810722,3.965697,8.93165,6.500179,8.118802,7.990693,10.771215,6.593313,7.090202,6.47116,8.217929,6.001092,7.894516,6.933878,9.350191,8.586674,6.25847,7.440551,7.417534,6.020564,6.490439,9.462925,6.904723,7.498279,8.370051,6.724444,6.608463,6.563579,6.01742,5.305343,6.92418,8.915924,7.541237,9.413794,6.777721,6.593943,5.713555,7.563172,6.553743,8.373793,4.20806,8.890419,7.699334,8.850573,7.058229,7.5197,6.59134,6.774207,6.494287,6.879079,7.449888,7.229097,7.451916,9.897837,6.993898,8.389011,8.053588
1.01921545/252.1607715,0.787324,1.3276714,2.450106,1.967765,2.027856,3.9443269,3.4192387,2.3042784,1.7175047,5.2585188,4.3108811,4.2714225,1.6757682,5.5307863,4.4975056,3.3211669,2.3538125,6.1405219,5.0702831,3.6008436,2.237962,6.5603045,5.7701261,3.5733412,1.0576714,1.9526115,3.6089813,1.2677058,2.095104,3.8780743,4.6037654,4.5512811,2.4810231,3.9153443,5.14946,3.8505324,2.8356737,4.9790396,5.4925369,4.652776,2.9055891,4.7018658,5.531738,6.6209838,2.6406795,4.8910914,5.5383096,4.8724964,0.6630739,3.2626264,4.978512,3.4346787,0.7949067,1.2207386,1.448046,1.5477595,0.6783063,1.4691531,2.4601537,1.1058392,0.8461889,1.3194818,1.3841879,0.8741837,0.688119,1.1163994,1.8051577,2.5629795,0.9020905,1.2492178,2.2096487,1.0429864,1.0410975,2.0548372,1.5129527,1.1241328,2.3963596,4.4654882,4.0133836,4.0231094,2.5148732,6.8828942,5.9383663,6.8896678,3.2379416,7.7654366,6.8553954,7.5995394,3.3357034,7.9446216,7.3497503,5.146787,3.7095714,8.835475,7.3103846,4.7454204
12.67552485/434.9490852,4.862053,12.682569,13.028931,16.661409,12.988112,17.889649,16.680427,12.408138,9.920561,8.751035,11.084012,8.036362,14.128995,14.465711,13.476615,11.489527,13.5033,6.761069,10.502259,15.691639,9.277837,10.58945,12.305464,8.531471,5.242644,8.652627,12.219391,14.996284,13.82179,10.204474,20.335639,14.073195,15.15338,12.057042,20.582436,12.961063,15.161301,10.096761,8.548409,13.09633,13.067926,18.367356,18.931591,13.406453,7.539829,9.952615,16.357722,13.151209,6.790541,11.407478,12.60587,9.928803,12.477399,10.48666,13.248492,12.853981,11.336868,4.879964,11.68855,12.673075,11.716259,9.953825,8.25442,10.075875,12.128045,10.947394,12.1421,9.55845,16.478619,10.843179,7.472097,12.115306,8.465521,13.225088,17.411503,10.955606,12.532516,9.658555,17.679822,11.270516,13.525745,18.600041,19.049707,18.552415,11.571896,15.165703,19.555267,20.585547,13.490077,13.139478,19.122143,13.4477,11.850067,7.818565,14.588115,8.569583
4.396447216/216.1243612,5.4807934,5.5706725,8.0869112,11.458442,10.2994186,16.8624815,16.6432235,13.8819764,9.177943,21.4783566,16.9196005,27.0723191,10.0324553,19.9669951,20.9700939,20.5422604,13.13596,22.851962,23.658776,21.3403262,10.0744743,27.7227247,22.9998984,22.1402019,1.9240234,0.9326954,1.5484878,2.1243031,1.4209192,2.5729402,2.6786739,4.3933101,1.4118475,3.4826862,3.9425397,2.8358349,1.6487902,3.8127384,3.8039348,2.5768036,1.6136297,3.7268543,3.2765722,4.901414,1.9527921,3.912074,3.1630362,3.2866797,7.1430015,8.6826009,11.3882567,7.77124,7.8181301,15.2964917,17.964719,11.9030104,8.9141293,14.9779193,20.5658718,13.0559387,10.0731318,18.8053764,20.6712471,15.7152144,11.6722199,19.13043,19.5643216,26.7936084,11.3496698,20.4480772,23.2596202,17.854614,4.8111777,7.8744688,11.2812023,6.9150866,6.2075192,14.1453825,14.8545194,15.1850576,6.909798,17.1065562,18.7403527,27.7015766,10.5131807,18.855127,20.4258449,29.5864636,14.4939789,20.4674766,21.4201149,20.3321298,14.9111143,23.4961165,25.8506796,22.3114376
10.46511679/188.0567706,12.689047,13.973904,14.624307,12.960359,10.454587,13.681597,16.72297,12.061649,11.665489,17.869148,14.264427,15.52565,13.009254,16.485674,16.680389,13.278232,12.29378,16.894472,21.370713,13.67496,16.983757,17.87838,18.364543,11.827563,13.091512,13.715388,15.086434,8.249247,12.499136,18.370029,15.725883,14.348377,11.918836,18.774329,15.524249,11.620256,11.328128,18.685462,15.80483,10.737931,13.295857,15.917567,20.420902,23.817316,15.553763,18.304862,16.761802,11.044908,18.088507,37.709889,28.852443,19.124394,28.119662,40.399643,35.820637,22.415869,29.202605,42.549973,44.062634,24.466909,34.466902,44.439409,46.297978,31.154821,32.875911,3.336437,41.156915,44.128802,34.798081,41.018844,42.868057,26.132502,8.979642,13.342622,9.306393,8.310696,14.076942,13.198311,12.298497,11.850579,12.394243,13.923318,14.373809,16.555596,13.590998,13.398844,15.382008,17.083593,11.741551,13.17849,17.21417,10.920357,16.719935,13.575421,14.663305,12.242156
1.906217987/111.0201994,3.767489,4.754066,5.576216,6.360714,5.797296,8.395361,11.466659,7.205069,5.198561,10.940191,11.643628,11.574526,6.346352,9.52769,10.938295,7.76035,6.181103,9.249238,12.103159,7.895186,3.985596,9.752948,11.163289,6.020885,12.516088,16.993986,13.337139,7.318403,15.827708,24.281699,16.489599,14.232493,13.806567,11.835246,15.403035,11.597998,12.78598,14.925718,16.398811,13.099861,10.912306,5.077502,17.766573,18.849917,9.189397,12.42674,14.935389,11.766579,5.158235,10.816477,10.911486,6.951971,8.700858,13.844205,13.459562,7.97636,7.019196,14.482359,12.311294,7.653273,7.047841,12.528277,13.070029,8.972498,7.436387,12.566769,11.416674,11.601372,8.652438,12.671169,11.838988,8.87033,7.965739,12.641001,7.068876,4.674278,8.706163,14.089187,10.769479,12.806818,7.086046,14.533425,15.740643,15.547124,7.926739,15.518009,16.23466,13.092803,7.972052,4.171982,19.315535,8.512133,9.191912,12.512003,16.292364,9.515603
13.4008196/731.0140095,5.656743,6.993794,9.080185,12.327771,5.404017,8.725526,9.48668,6.726806,7.211164,8.154318,7.941955,19.479444,7.585534,7.528428,9.900451,5.413144,5.588137,6.193224,9.178163,9.003192,6.762035,6.751495,8.714189,8.03471,5.853312,7.736764,9.597682,6.36916,7.589673,7.295275,10.533907,12.234421,5.90056,9.666934,11.387982,10.632567,6.324135,6.694882,10.016634,5.734637,5.790333,9.840996,11.563965,11.288129,6.899418,8.534946,10.061504,5.913284,8.978174,8.273279,9.961071,5.644698,6.988749,6.838539,10.126484,5.35778,6.613897,7.57051,10.967271,4.92958,6.441251,6.753711,10.274951,5.26262,8.480463,7.460957,8.705287,13.548324,6.133781,7.512894,9.118276,5.909894,11.378756,7.458074,8.142407,7.493287,7.355477,8.601343,9.055749,5.063505,8.285416,10.919082,9.039717,12.850684,7.108379,9.305639,9.342142,13.028,5.725902,8.477588,10.092456,5.820417,7.164025,8.510122,10.456347,5.570528
