,2mem_BtCv_12pt5hr-1,2mem_BtCv_12pt5hr-2,2mem_BtCv_12pt5hr-3,2mem_BtCv_12pt5hr-4,2mem_BtCv_25hr-1,2mem_BtCv_25hr-2,2mem_BtCv_25hr-3,2mem_BtCv_25hr-4,2mem_BtCv_30hr-1,2mem_BtCv_30hr-2,2mem_BtCv_30hr-3,2mem_BtCv_30hr-4,2mem_BtCv_35hr-1,2mem_BtCv_35hr-2,2mem_BtCv_35hr-3,2mem_BtCv_35hr-4,2mem_BtCv_40hr-2,2mem_BtCv_40hr-3,2mem_BtCv_40hr-4,2mem_BtCv_45hr-2,2mem_BtCv_45hr-3,2mem_BtCv_45hr-4,2mem_BtPs_12pt5hr-2,2mem_BtPs_12pt5hr-3,2mem_BtPs_12pt5hr-4,2mem_BtPs_25hr-1,2mem_BtPs_25hr-2,2mem_BtPs_25hr-3,2mem_BtPs_25hr-4,2mem_BtPs_30hr-1,2mem_BtPs_30hr-2,2mem_BtPs_30hr-3,2mem_BtPs_30hr-4,2mem_BtPs_35hr-1,2mem_BtPs_35hr-2,2mem_BtPs_35hr-3,2mem_BtPs_35hr-4,2mem_BtPs_40hr-2,2mem_BtPs_40hr-3,2mem_BtPs_40hr-4,2mem_BtPs_45hr-2,2mem_BtPs_45hr-3,2mem_BtPs_45hr-4,2mem_CvPs_12pt5hr-2,2mem_CvPs_12pt5hr-3,2mem_CvPs_12pt5hr-4,2mem_CvPs_25hr-2,2mem_CvPs_25hr-3,2mem_CvPs_25hr-4,2mem_CvPs_30hr-1,2mem_CvPs_30hr-2,2mem_CvPs_30hr-3,2mem_CvPs_30hr-4,2mem_CvPs_35hr-1,2mem_CvPs_35hr-2,2mem_CvPs_35hr-3,2mem_CvPs_35hr-4,2mem_CvPs_40hr-2,2mem_CvPs_40hr-3,2mem_CvPs_40hr-4,2mem_CvPs_45hr-1,2mem_CvPs_45hr-2,2mem_CvPs_45hr-3,2mem_CvPs_45hr-4,3mem_Full_12pt5hr-1,3mem_Full_12pt5hr-2,3mem_Full_12pt5hr-3,3mem_Full_12pt5hr-4,3mem_Full_25hr-1,3mem_Full_25hr-2,3mem_Full_25hr-3,3mem_Full_25hr-4,3mem_Full_30hr-2,3mem_Full_30hr-3,3mem_Full_30hr-4,3mem_Full_35hr-2,3mem_Full_35hr-3,3mem_Full_35hr-4,3mem_Full_40hr-2,3mem_Full_40hr-3,3mem_Full_40hr-4,3mem_Full_45hr-2,3mem_Full_45hr-3,3mem_Full_45hr-4
5.677143632/225.0906878,6.537769,3.934939,3.318839,5.138147,8.692359,4.767126,4.598223,5.331011,8.369497,6.640761,4.936277,6.352935,7.406292,4.985551,4.639879,5.964735,5.270178,5.42667,6.276551,5.483765,5.687106,6.220247,4.417361,2.128118,5.46684,7.585481,6.197373,3.745398,5.63337,7.518044,5.406231,4.417436,5.229938,7.170286,5.429065,4.420541,5.563957,5.399331,4.176951,5.789398,5.82669,4.97086,4.592129,7.430243,2.104666,6.253556,7.964121,4.137579,4.556475,7.427808,7.975397,4.236978,5.75973,8.526605,8.600824,2.805909,6.161594,7.677359,4.809074,4.223749,7.369081,8.101628,4.514017,6.966682,8.179544,3.509705,5.566589,4.702296,9.209483,4.94794,7.477509,5.661128,4.799693,6.359274,5.839906,5.707874,7.449048,6.022946,5.144315,6.324214,5.892484,6.182152,8.328055,5.614577
3.445077386/343.1358726,9.802863,9.712981,10.357445,9.354774,10.452222,10.543247,11.31094,10.54124,9.778689,11.908816,11.937908,11.357324,9.227157,11.580986,12.56611,12.115725,13.361296,13.49794,13.422387,13.99227,13.634999,13.792528,9.954972,9.706186,9.280492,9.689017,11.326604,10.993655,11.080992,9.736389,12.150129,11.909184,11.100419,9.957327,12.565406,12.374556,11.583844,13.6538,12.499078,12.119256,13.549054,7.535713,12.649467,6.9708,6.653648,7.29456,6.610802,6.514778,7.542673,5.829546,6.584435,6.988706,7.392389,6.158224,6.944507,14.932451,7.484333,6.820699,6.753783,7.260684,6.320642,6.601243,6.79157,7.896939,10.348625,8.712457,9.075502,8.452767,8.728761,10.306815,10.257094,10.921457,11.18382,10.088468,11.556653,10.966986,11.475619,11.326693,12.503437,10.266835,12.036659,13.499767,12.826066,12.693469
3.27335501/531.189953,12.1942663,8.4842265,8.9980512,9.0943309,14.3053864,14.1262199,13.460064,14.4102423,14.9501963,18.4438405,16.1426883,17.348386,15.427763,18.1152621,20.2704745,18.9418984,21.6357334,21.1075961,22.7686328,24.0824149,22.8335337,22.3029084,0.1376526,0.3283818,6.1720865,0.1611909,0.1303931,0.139007,9.545382,0.3373972,0.7972846,1.0740517,10.1708197,0.7773289,0.1288189,1.4015076,11.1737881,0.5689042,0.1467569,12.5468194,0.7573225,0.2772353,12.9823275,9.997499,10.0539444,10.5792574,14.9334503,14.8340887,15.0105593,16.8554336,16.7653285,17.5959802,16.558344,19.6239526,21.9834142,1.8931097,19.5011759,21.1583532,24.4108,20.9741131,16.138533,22.724232,24.4490385,23.5976959,13.1608718,7.9618557,12.1874838,11.4320412,12.1426869,14.6040347,15.0863274,16.3340336,16.2554667,15.8607156,18.70512,17.6769101,19.4780253,19.6250495,19.9111141,17.1660455,21.5960101,22.865357,21.4108688,21.7614469
2.551679237/147.0914399,3.985686,4.522527,4.138481,3.974732,4.953556,5.115681,5.62735,4.562635,4.604776,5.714837,5.925507,5.046795,4.012042,5.336145,6.484545,5.012937,6.241354,6.657003,5.418681,6.337995,7.032692,5.555803,3.198553,3.068714,3.040419,2.769542,3.668043,4.340262,4.146551,2.796333,3.920704,4.711179,4.063264,2.790276,3.830398,4.72249,4.245481,4.188413,4.758949,4.40436,4.362606,2.41132,4.600136,6.309879,5.666108,5.440905,7.969114,7.957019,7.326905,6.834225,8.439627,8.902094,7.776607,7.35182,9.356426,3.85168,8.88527,9.506567,10.532557,9.277434,8.022788,9.898959,10.408249,10.248423,4.638648,4.13856,5.347841,4.330576,3.839948,5.946022,6.042639,5.220442,6.246677,6.146618,5.483246,6.206648,7.096641,5.447717,6.731106,6.316422,5.785711,7.353236,7.758546,5.7736
2.736436578/349.1828656,5.770906,5.684475,6.505203,5.025681,3.394578,3.625815,3.61371,4.129711,3.097938,3.749656,3.248798,4.579485,3.083287,3.579909,3.421287,4.507356,3.96783,3.76484,4.666168,3.609995,4.013558,4.456529,6.26951,5.922649,5.346256,3.601246,3.489518,3.160374,4.682681,3.980194,4.38234,3.123289,4.329157,4.178155,3.850775,3.452963,4.746804,4.696126,3.435553,4.399675,3.624487,3.422245,4.249052,6.176023,5.763144,5.561458,3.127099,3.2675,4.43435,3.50871,3.218709,3.334348,4.441846,3.465393,3.124441,5.281111,4.626524,3.354053,3.31166,4.41647,4.662584,4.104477,3.360298,4.706273,6.309022,5.340864,6.266756,5.145645,3.961638,3.331269,5.17052,4.546363,3.287762,4.841006,4.349225,2.991268,5.263669,4.176624,3.216676,4.428373,4.365911,3.359661,5.151008,4.345209
4.351404823/266.1724514,4.226361,5.197286,6.093927,4.644617,5.549559,4.390762,5.022019,3.577021,4.139648,4.936751,4.754641,3.564059,3.072826,3.987704,5.057806,3.124077,4.557243,4.301826,3.158747,4.172956,4.266634,3.421595,4.791991,4.494155,3.878297,3.083181,4.463779,3.980348,4.436637,3.092362,4.340054,4.277031,2.881792,3.053555,3.773101,3.464753,2.79458,3.419752,3.132546,2.665052,4.158511,2.25965,3.757193,4.842744,4.813578,5.05172,3.930367,3.329559,3.441188,2.801576,3.472216,3.476573,3.18786,2.630352,3.496197,3.72655,3.170181,3.575828,2.73068,3.088152,3.099101,3.406037,2.776365,2.799758,3.942235,3.668802,3.57907,3.177624,4.373168,4.695061,4.268391,3.787142,3.848137,3.964922,3.778311,3.389647,3.220358,3.443767,3.495449,2.451771,3.230605,3.678216,3.601626,2.727971
3.155715744/357.2140451,5.221818,5.3192,5.362481,4.793749,5.933481,5.070839,5.180266,4.557042,5.700538,5.161412,5.120734,4.551893,5.471422,4.829478,4.943166,4.641168,5.306342,5.217384,4.565583,5.489392,5.415801,4.5607,5.349519,5.13913,4.771719,6.004411,3.780685,5.42574,4.847245,6.0869,4.488679,5.396506,4.477419,5.911454,3.779027,5.190308,4.832026,4.694236,5.210193,4.755408,4.506028,4.222224,4.861737,5.334181,5.292335,5.108945,4.76299,4.88543,4.74771,5.546907,4.805728,4.954414,4.560256,5.590268,4.783946,5.462212,4.825307,4.635047,4.746632,4.649309,5.786674,4.616664,4.994655,4.657116,5.53755,4.712046,4.95545,4.662849,5.939823,4.912579,4.937011,4.673456,5.044432,4.813636,4.653609,4.796339,4.987089,4.489797,4.968629,4.316557,4.585592,5.248333,4.941743,4.755203
5.058940186/215.1825992,4.830029,4.794945,3.752263,6.154746,5.625155,4.634839,2.9635,4.935606,5.415053,5.221252,2.97851,6.168807,4.241641,4.289449,2.607007,5.749074,4.547769,3.297834,5.83731,4.931174,3.63701,6.365442,4.63705,3.791913,6.016801,3.929024,3.427699,3.497902,5.05474,3.800479,4.34282,3.346673,4.456808,3.704318,2.970783,2.942228,4.277588,3.318559,2.848767,4.268376,3.63418,2.535247,4.350397,6.107583,4.172404,7.322033,4.234749,3.349875,5.747049,5.103904,4.527796,3.227856,6.20275,5.783814,4.609758,3.713616,7.213259,4.699501,3.887626,6.556898,3.817982,4.255016,3.412886,6.345044,4.495665,3.33285,3.319663,4.722619,4.471123,3.643516,3.068687,4.938788,3.752074,3.169695,4.776525,4.080976,3.013777,4.088596,3.440504,2.718093,3.774664,4.383445,3.326189,3.826232
5.812129631/284.2003967,21.9280218,20.9692647,25.2678473,20.589279,27.3801933,29.204982,31.5087029,23.3493587,25.0732275,34.3984272,33.6623644,25.3699189,23.3676124,34.0413054,38.1259422,25.4330746,38.6983371,38.3714932,27.1822017,39.9492305,40.0458661,26.4546056,21.9854399,21.2894428,22.1049216,24.8387586,33.3413872,33.4716334,31.6458445,24.7014893,37.6064527,36.3358211,33.3079052,26.4281976,36.247741,40.0373141,35.7820244,41.4056791,38.182413,38.3688189,39.2194774,33.6953578,39.2888312,4.4926989,2.1453698,9.6578776,7.5796938,1.2848571,10.5536898,0.8728041,4.4477984,3.0429838,9.9790589,0.6577235,3.877607,30.4475555,6.4273798,3.6028053,2.7882027,6.215542,3.1811372,3.5821259,1.7751447,2.6189217,28.0578271,25.1530862,22.721512,21.4248557,23.950485,35.7437377,24.6610797,29.0354602,38.0601686,25.5457289,29.8535999,39.3339848,29.0753091,28.8299484,39.7863883,23.0807023,29.9548038,43.1637694,25.2716645,30.4052625
3.205042597/453.3429176,1.297048,2.50016,3.131424,1.358289,2.390193,2.754638,2.224014,2.251421,2.037049,2.897928,2.176797,2.348327,1.761687,2.667307,2.156307,2.302149,3.067872,2.569448,2.427077,2.986188,2.282072,2.423701,2.650325,1.737309,2.065834,2.070519,2.871012,3.937892,6.802626,1.986388,3.005219,4.152169,2.253799,1.875982,3.044575,4.066614,2.851638,2.933736,3.683326,2.203012,3.144046,1.382321,3.151359,2.468182,1.303142,2.178562,3.649827,3.498044,2.369842,2.257537,4.604716,4.595378,2.580151,2.097983,3.971312,2.929908,2.518439,4.040801,3.699819,2.410424,2.758743,3.7753,3.817518,2.662147,4.344533,3.932204,4.390604,3.897821,2.087825,2.729287,2.288094,2.22343,2.576655,2.243773,2.271311,2.520486,2.349199,2.083406,2.358074,1.910979,2.224263,2.809184,4.353765,2.09292
3.557484868/200.12792,2.6912682,2.9524054,3.3151736,4.3631764,5.6984275,5.9541012,6.7076277,6.2173119,5.7622879,6.8308098,7.5588196,7.4609862,5.588041,6.7660821,8.0999552,7.9126004,8.3637645,9.1016184,8.9995514,8.9576309,9.5296857,9.3451077,1.2388855,1.1458769,2.1284758,1.153725,1.3930063,1.3654528,3.7001898,0.7759447,1.5538133,1.5433049,3.8225427,0.6079176,1.4347122,1.4904175,3.9235922,1.6331706,1.4918678,4.2593423,1.705763,0.843683,4.5898235,4.4265953,4.7336904,4.820073,5.5163581,4.9412504,5.1836058,4.4235849,5.9186538,5.7609702,5.7118249,4.5689909,6.4528157,1.7936047,6.29707,6.413089,6.4222045,6.3134551,4.6709743,6.7086829,6.5163492,6.904697,4.5534475,3.3294781,4.3501488,3.9667048,3.8446515,5.4505004,5.3487286,6.5880606,6.0441004,5.625889,7.4292795,6.2068568,6.7706213,7.335517,6.7279267,5.7303809,7.8229264,8.1551704,7.4007553,8.1590051
0.3353694/163.0596219,4.500083,3.971144,6.131435,4.492626,5.632334,4.154075,5.805838,3.927978,5.052754,4.94337,5.639227,4.62111,3.972128,3.364761,5.903103,4.371803,4.373836,5.383672,3.999495,4.30335,5.534287,4.344279,5.228257,5.412866,4.471297,3.556506,4.868455,5.311388,4.452321,3.447541,4.137906,5.711849,3.059757,3.515124,3.36271,3.878465,3.188361,2.69893,3.963216,2.464341,4.075225,1.458259,2.983299,6.830342,6.267226,5.016889,5.079927,4.683306,3.946846,3.716246,4.79969,5.350305,4.130017,2.936811,5.457542,4.8288,5.167354,4.127892,4.467473,4.441216,3.251718,3.200145,3.532188,4.069352,4.545933,3.55443,3.62593,3.331497,4.778372,3.84704,3.952831,4.489565,3.28295,3.461567,4.19161,3.437356,4.018994,3.412907,1.334625,2.017672,2.982581,4.060929,3.959266,2.967193
4.666396428/551.2690783,4.985414,4.66137,4.765993,4.831938,4.880776,4.393734,4.551182,4.753598,4.60251,4.672928,4.504368,5.039428,4.308949,4.349137,4.584994,4.998399,4.838178,4.803283,5.309785,5.159703,4.675655,5.324199,4.764474,4.460844,4.750486,4.383218,4.495151,4.379833,5.059739,4.307664,4.733402,4.526795,4.878259,4.1675,4.448158,4.365771,5.016985,4.39222,4.343222,5.24509,4.524908,3.252301,5.346798,4.897519,4.724181,5.228159,5.046556,4.728425,5.225774,4.803888,4.956376,5.030324,5.335453,4.898243,5.012422,4.690354,5.442506,4.895149,5.076727,5.53341,5.014393,5.107493,5.024902,5.82438,5.194067,4.273356,4.390302,4.471561,4.270768,5.306674,4.798675,5.289984,6.002288,4.992457,5.496312,5.923007,5.703821,5.44707,6.109287,5.277731,5.984586,6.673045,5.676511,6.411103
2.863231186/393.2089049,4.881883,4.892977,5.82447,4.354947,3.174568,3.292401,3.409755,3.519993,2.883987,3.406323,2.928798,4.084199,2.860374,3.198584,3.12443,3.945537,3.57957,3.498751,4.072968,3.226414,3.785122,4.063149,5.462755,5.273847,4.618846,3.226542,3.197941,2.984678,4.261654,3.646795,4.203655,2.975442,3.849168,3.845992,3.859199,3.16353,4.276671,4.293156,3.2506,3.876328,3.298833,3.319588,3.715254,5.253924,4.838218,4.726862,2.791856,2.848507,3.625951,3.10915,2.883828,2.964912,3.67336,2.982316,2.653909,4.656584,3.802699,2.863609,2.793979,3.637631,4.39705,3.751512,2.959191,3.831926,5.504039,4.631405,5.515909,4.427408,3.805068,3.001335,4.585179,3.889186,2.990123,4.295776,3.730165,2.738361,4.595305,3.586473,3.021847,3.882393,3.704498,2.9464,4.650888,3.688205
2.990209194/353.2176848,5.8437359,6.6529037,6.2218231,5.5875331,4.842088,8.6873659,7.1218117,6.0008561,4.9290346,9.4138502,7.7476464,7.1079143,5.4356176,9.1175361,8.4341188,7.4379441,10.1867177,8.9008418,8.0845707,10.4447438,9.4270385,8.4493356,0.4005901,0.3989969,3.0504677,0.8046471,0.889722,0.5677801,3.4707312,0.6954073,0.7290163,0.7342997,3.8333133,0.501004,1.0093945,0.8757779,3.8495648,1.0241789,0.4595891,4.3806576,1.1783236,0.3472888,4.1343165,6.5246816,6.844605,5.9142112,8.0599729,7.7038538,7.065969,5.2844079,8.6924501,8.3243436,7.5050337,4.9855329,9.1363284,0.9369176,7.9606034,9.666136,10.4014966,8.2362767,9.56888,10.9072549,10.7408882,8.8301901,5.2432949,6.0161773,8.3973545,6.3501534,2.6432915,8.1002225,7.6822516,6.8904721,9.1246162,8.3473514,7.5222255,9.3848794,9.7538734,7.7717425,10.1912555,8.9458295,8.343039,10.4991374,9.5219168,8.6774444
3.208329071/475.3247669,1.694338,2.598605,3.362756,1.463186,2.396469,3.031761,2.351377,2.418613,2.278773,3.129591,2.25947,2.469996,2.026177,2.850927,2.277548,2.411067,3.153477,2.664868,2.385892,3.101207,2.28029,2.400616,2.851524,1.912906,2.343657,2.742487,3.21544,4.328799,6.960324,2.707751,3.311144,4.395281,2.38293,2.480189,3.296165,4.466629,3.110159,3.340589,4.242379,2.476672,3.171975,1.776834,3.225475,2.600203,1.407024,2.225496,3.664002,3.791052,2.551406,2.462518,4.65671,4.924936,2.705317,2.525832,3.812726,3.137017,2.487056,3.929568,3.887448,1.997885,3.698932,3.71679,3.966976,2.562893,5.212744,4.489597,4.994767,4.169161,2.472272,2.982576,2.705299,2.429639,2.936274,2.556624,2.412912,2.729601,2.715479,2.18981,2.922623,2.245755,2.375142,2.948903,4.547829,2.296209
0.321820412/221.0240429,4.855188,5.556867,5.292515,5.29479,5.038083,4.967548,4.718845,5.472371,4.604551,5.123913,4.766048,5.483208,4.939003,5.040548,5.273432,4.916676,5.031974,4.653839,5.000723,4.46236,4.147011,4.963128,5.777417,5.368525,5.347632,5.079402,5.451189,5.491027,5.216214,6.27501,5.118562,4.767068,5.026422,6.993106,5.088837,5.157697,5.370459,5.675875,4.363463,5.066332,4.985565,5.186848,4.732685,6.064629,4.425858,5.396849,5.647829,4.422809,5.308835,4.410967,5.335059,3.568252,5.181838,4.007824,5.464932,4.10556,4.446522,4.881242,4.119416,4.702874,6.290471,4.19442,3.083877,3.926147,4.319256,5.276223,4.86556,5.451201,4.739535,5.561433,4.221326,5.458863,5.077664,4.404295,5.461411,5.245889,5.081825,5.619964,3.714615,3.743981,5.368127,5.092986,4.27312,4.638242
2.384773797/347.1443085,2.0881764,2.8971348,3.0932067,3.4556883,4.5830843,4.6769009,5.706023,4.5064694,4.3326381,5.6839257,6.1901055,5.1717537,3.3534212,5.0249053,6.6454243,5.257622,6.8867945,6.5945296,5.7620727,6.8783948,7.2348928,6.1219166,1.7335572,2.2658834,2.0399823,1.2943653,2.0357731,2.2701374,2.6967107,1.3994721,2.0666282,2.7475443,2.4300632,1.3017812,2.1201432,2.1109387,2.5696903,2.0667949,2.2725846,2.7557209,2.8734781,1.2208963,2.9347967,4.848421,4.7395068,4.1070265,4.2383023,4.2508373,3.8501531,3.5744095,4.2402507,4.7300401,4.137715,3.4112312,4.9659585,3.4206536,4.8893805,4.5535626,5.04324,5.1506382,3.2220595,4.4711006,4.6366435,5.9257212,3.1173543,2.7884312,4.0292931,3.087464,2.7211847,3.9860535,4.1652851,4.1974483,3.9659557,4.1445851,4.5595794,3.8024659,4.6430686,4.3086749,3.6114089,3.7547817,4.723583,5.6101415,5.6219652,4.678707
3.831890383/514.2853936,3.499698,4.227348,4.330048,3.79937,4.422661,4.870424,4.889803,4.552932,3.863158,5.480371,4.944878,4.736753,3.270436,5.171593,5.287035,5.077232,6.066663,5.73709,5.673519,6.250655,5.783144,5.664368,4.398027,3.875587,3.723817,3.370982,4.941208,4.518104,4.579657,3.296036,5.4696,5.120083,4.535511,3.36194,4.937752,5.106496,4.642852,5.409442,4.627112,4.55116,5.960918,2.846564,5.098527,4.3317,3.84288,4.375621,4.762481,4.509465,4.603428,4.002578,4.769236,4.910262,4.74014,3.863157,5.373527,5.720792,5.056799,5.162998,5.33442,5.277204,3.677974,5.333891,5.494662,5.99542,4.029468,3.4298,3.993455,3.67321,3.353608,4.802251,4.050539,4.484835,4.652707,4.405071,4.695209,4.754315,4.473299,4.553757,4.539541,3.827574,5.140847,5.780527,4.976913,4.98999
0.332102772/143.0311105,3.907339,4.100759,5.401412,4.206491,4.763949,4.378056,5.556322,4.213498,4.325033,4.952046,5.394409,4.747436,3.367191,3.778949,5.647725,3.994291,4.274507,5.241895,3.973957,4.142882,5.51969,2.940069,4.802754,5.492588,4.277929,2.626766,4.488481,5.202829,4.244794,4.436463,4.240493,5.280999,3.338823,4.677933,3.729553,4.259927,3.253927,2.866171,4.232775,3.238824,4.177903,2.730335,3.076919,5.743533,5.60047,4.67018,5.0104,5.180003,4.055204,3.798983,4.96279,5.55648,3.947601,3.752257,5.362976,4.769382,4.778833,4.022377,4.898648,4.177273,2.825259,3.771045,4.274638,4.116387,4.23933,3.907061,4.268646,3.81276,4.871595,4.354946,4.796229,4.551697,3.621633,4.394781,4.52396,4.079356,4.892969,3.941664,2.095877,3.299515,3.823094,4.128123,4.608641,3.47146
2.861676508/416.2273104,4.545116,4.892439,5.298606,4.73067,5.442622,3.936483,4.925576,4.268485,5.148378,4.164464,4.73619,4.410089,4.332846,3.844703,5.077591,4.423925,4.369366,5.300524,4.461957,4.422194,5.244827,4.558621,5.198201,5.02561,4.641669,4.328167,3.726027,4.729499,4.566987,4.454146,3.996356,4.789614,4.123612,4.161998,3.650263,4.387083,4.248644,3.824439,4.206966,4.182196,4.124171,3.104963,4.322328,5.516841,5.105522,5.172381,4.253687,4.497484,4.473139,5.055946,4.439432,4.655608,4.48176,4.962859,4.721346,5.086223,4.782012,4.498074,4.524027,4.80838,4.667963,4.389868,4.616001,5.220359,5.362008,4.364492,5.209192,4.422352,4.975763,4.073872,4.572667,4.381542,3.998519,4.415469,4.374488,3.907029,4.453116,4.011904,3.813271,3.736247,4.229003,4.184409,4.75105,4.095443
2.862257505/388.25351,3.611772,4.093137,4.606501,3.763295,2.720825,2.610212,2.613474,3.082471,2.49544,2.757983,2.349097,3.729093,2.151738,2.634958,2.539541,3.475672,3.110968,2.867352,3.938048,3.014716,3.212216,4.048336,4.541652,3.966289,3.718358,2.222914,2.489621,2.229439,3.825127,2.566,3.328055,2.302119,3.464287,2.716981,3.066555,2.452848,3.573604,3.36244,2.423754,3.496843,2.875149,2.48657,3.281714,4.180301,3.672159,4.192809,2.34084,2.192475,3.170384,2.576209,2.394176,2.301917,3.250654,2.383853,2.306693,3.856461,3.303782,2.502832,2.251494,3.379971,3.006455,3.400188,2.327761,3.726112,4.259792,3.55794,4.311785,3.812862,2.966067,2.461242,3.422332,3.284435,2.350295,3.313896,3.387654,2.302905,3.503623,3.10623,2.430196,2.980468,3.188889,2.591241,4.019535,3.117121
0.34591765/324.1279217,5.61973,3.321261,5.518792,3.113212,3.737252,3.729876,5.853377,3.143688,3.421224,4.708064,6.042271,3.42251,4.221091,3.099126,5.842557,3.368004,4.551744,6.559871,3.31396,4.116684,7.098619,3.248237,4.338258,5.387561,3.899577,5.303297,3.902045,5.282363,3.472715,5.029759,4.421392,5.620603,2.863978,6.342894,3.050456,5.915982,3.183937,2.408993,5.59795,2.415438,3.974741,2.879116,2.841622,6.211721,5.772845,4.747671,4.056755,5.671893,3.825633,2.786031,3.666303,6.97768,3.929202,2.071622,3.985521,5.393662,4.937222,3.376695,7.111096,4.224486,2.890098,3.987141,7.101375,5.11431,5.675597,2.421682,6.13318,2.925411,4.07978,2.927617,6.988933,3.854718,3.56377,5.998189,3.176535,3.500993,9.162704,2.969627,1.540315,4.669656,2.715927,3.664297,5.328997,3.233597
2.422440062/239.1486926,3.890523,4.30842,4.339002,3.631165,3.544178,3.393073,3.680639,3.780021,3.142751,3.724594,3.835027,4.225367,3.112699,3.738058,4.091769,4.271553,4.336816,4.359256,4.718305,4.501522,4.661855,4.712215,4.593648,3.800943,3.683163,2.896225,3.307061,3.33456,4.068718,3.037531,3.707144,3.662959,3.826879,3.244016,3.45305,3.70204,4.06268,4.024392,3.721866,4.185197,4.22305,2.557547,4.32746,4.323717,3.716918,4.211,3.10579,2.999173,3.606528,2.929114,3.173312,3.193666,3.541142,2.859073,3.356351,5.598987,3.77569,3.317373,3.308147,3.926666,3.139949,3.644466,3.352693,4.190405,4.023516,3.482017,4.438849,3.70994,3.04312,3.220683,3.713467,3.738882,3.163692,3.738053,3.858798,3.252526,4.013546,3.722568,3.266947,3.49567,4.000206,4.079623,4.532247,4.081627
2.735979131/327.2007624,3.818876,4.157734,4.527469,3.741645,2.56175,2.584269,2.519689,3.189481,2.357397,2.73829,2.318912,3.610137,2.100687,2.636051,2.483956,3.513046,3.113716,2.806142,3.858196,3.041688,3.069983,3.876452,4.501922,3.945402,3.761491,2.291078,2.5572,2.159557,3.656608,2.495775,3.11223,2.295522,3.432024,2.558088,2.845819,2.386062,3.553408,3.288849,2.340199,3.41606,2.931681,2.252691,3.315596,4.269504,3.79283,4.156261,2.309248,2.204243,3.293322,2.487492,2.335731,2.296632,3.322981,2.400011,2.301873,3.83305,3.395897,2.449321,2.310952,3.472931,2.999246,3.193547,2.374493,3.718097,4.413683,3.803324,4.436536,3.832901,2.720845,2.474836,3.581949,3.359272,2.316869,3.420439,3.407107,2.280769,3.611946,3.181803,2.338736,3.066995,3.271413,2.684628,3.978592,3.256366
2.591827484/283.1745407,3.67962,4.008998,4.250738,3.572575,2.844458,2.830765,2.797929,3.165059,2.601477,3.074848,2.732949,3.635192,2.438113,3.031516,2.987861,3.632019,3.472732,3.260752,3.862108,3.594705,3.353931,3.894745,4.369668,3.698673,3.529343,2.434265,2.740664,2.537474,3.624741,2.637832,3.27003,2.71961,3.412742,2.709689,2.816903,2.832661,3.505112,3.456965,2.753181,3.549124,3.344763,2.283592,3.490872,4.076623,3.561218,3.966089,2.489727,2.397371,3.307571,2.616298,2.584998,2.577667,3.318886,2.54292,2.59437,4.159633,3.462899,2.690614,2.673166,3.519556,2.857145,3.288596,2.669045,3.798577,4.061526,3.521912,4.364098,3.615704,2.674573,2.686071,3.45585,3.267175,2.533319,3.356641,3.352844,2.57125,3.564831,3.170234,2.69473,3.050303,3.283617,3.163511,4.004817,3.288182
2.701460016/333.1513889,3.530014,3.345563,3.790351,3.305899,3.679849,3.416746,3.840941,3.306968,3.498515,3.733981,3.962033,3.677699,3.399718,3.667555,4.148002,3.60949,3.855514,4.412899,3.789562,3.897422,4.486963,3.836467,3.491397,3.390443,3.133714,3.471229,3.379562,3.718911,3.56579,3.967958,3.909189,3.731352,3.270464,3.825633,3.553777,4.08707,3.567086,4.329991,4.133905,3.703787,3.744253,3.006266,3.798841,3.499079,3.431076,3.559341,3.667826,3.557382,3.562746,3.284425,3.750712,4.020837,3.59099,3.345526,3.899481,5.062589,3.924921,3.873355,3.983969,3.781976,3.630429,3.698896,4.2303,4.112647,3.30717,2.901187,3.473716,2.899357,3.454224,3.395125,3.578697,3.303468,3.662393,3.664331,3.516028,3.326818,4.097346,3.503955,3.799267,3.569617,3.630913,3.856247,4.089512,3.748435
0.335795023/261.0105612,4.199869,4.001088,4.534578,4.621184,4.68913,4.145976,4.434504,4.666577,4.607194,4.296207,4.308667,4.966937,4.486714,2.687254,4.019684,4.499405,4.109282,4.077932,4.482801,4.0323,3.347316,4.277078,4.39488,4.555232,4.686122,4.129297,3.978003,4.449095,5.132616,5.281166,3.964021,4.503273,4.219068,6.746417,3.472989,4.348371,4.208689,3.626454,3.999584,4.039067,4.237261,3.080571,4.089594,4.766978,4.41486,5.123077,4.259906,4.179246,4.700712,4.212782,4.488702,3.315372,4.340545,3.644395,4.215332,4.066698,4.728812,3.98289,3.737462,4.184427,4.76857,3.437291,3.325329,3.9796,3.948789,3.720339,3.627106,4.373124,4.716393,3.893201,3.712373,4.627136,3.490551,3.807395,4.896758,3.862078,4.475426,4.594621,2.113931,3.349885,4.452471,3.98642,3.948072,3.567799
